Achievement striving,Cautiousness,Dutifulness,Orderliness,Self-discipline,Self-efficacy,Name
0.728192761562375,0.613681585754785,0.6816860543626643,0.44999017287956977,0.574115646053543,0.7615756601786909,Mark Zuckerberg
0.7503718165583364,0.5289372085444297,0.6752653435185626,0.46305568976972267,0.5809645866638182,0.7963248064068619,Arianna Huffington
0.6757633689712671,0.6153484546297595,0.6801290963646969,0.44051487532224687,0.5308161215799692,0.69753098376555,Kevin Systrom
0.7183055608883977,0.6169083714291395,0.6863921329034953,0.4529145420585115,0.5670738132606203,0.7507013697093335,Marissa Mayer
0.686922999667936,0.5887143106604619,0.6829807161994099,0.42991055400827033,0.5213624354096256,0.7236926597372206,Daniel Ek
0.7393074101419114,0.6088574718446437,0.6845118658515795,0.4544809865284619,0.5812520044171933,0.762034707606733,Stacy Brownphilpot
0.699107715886609,0.5907249131738612,0.6839714344287277,0.4362518698048474,0.5302925816639739,0.7221997443157911,Ev Williams
