Adventurousness,Artistic interests,Emotionality,Imagination,Intellect,Authority-challenging,Name
0.5415316618083531,0.6914501981355345,0.6438136514950792,0.6910677788720133,0.722693093306658,0.6237179864237921,Mark Zuckerberg
0.542648197405762,0.7126097186759888,0.6921051345832877,0.7473240633070568,0.7270520425427989,0.6012703076313345,Arianna Huffington
0.519717498943466,0.727920285152862,0.6693704252847748,0.7093280195796986,0.7122635623252745,0.6285377171484556,Kevin Systrom
0.5474305690377902,0.701889284334226,0.6616897423935603,0.712637362982677,0.7230988040221921,0.6341708236264811,Marissa Mayer
0.5299753912671396,0.7168268735722106,0.6780052354874854,0.7304408908566187,0.7364043190663392,0.6476578976533844,Daniel Ek
0.5492715972355564,0.6778234795643411,0.6633990322396126,0.6845907972845824,0.711465177500567,0.5833504199400557,Stacy Brownphilpot
0.5360350811715927,0.7335757433118589,0.670893331912859,0.7469138187246924,0.741594553520841,0.6674988553362711,Ev Williams
