Activity level,Assertiveness,Cheerfulness,Excitement-seeking,Outgoing,Gregariousness,Name
0.6160666417151826,0.7025122674379639,0.5874549277464683,0.548125195048071,0.5577549039754557,0.42810508733918734,Mark Zuckerberg
0.6178527873940379,0.7309230842540921,0.6104294984180765,0.5953627153438734,0.5797441997662858,0.4220921303003972,Arianna Huffington
0.5341390586628011,0.6331612622245691,0.5838987833341879,0.5170959232363206,0.4941535491615586,0.3752037182101284,Kevin Systrom
0.582476795572525,0.6835059529834278,0.5846001690122385,0.5361189549658087,0.5224867604576214,0.38818304263827375,Marissa Mayer
0.5384435090218695,0.6310724523166923,0.571256266524274,0.544202015026309,0.4928123760261157,0.36228811458503807,Daniel Ek
0.6070664981785613,0.715527679577897,0.6050968235476621,0.5455319060364913,0.5540017039241412,0.4195054921102324,Stacy Brownphilpot
0.5703664330679314,0.6466322137458987,0.5804199510511493,0.5353346301478857,0.5149336569729172,0.3705567401030705,Ev Williams
